17-04-2023,-850,Аренда
20-04-2023,-150,Продукты
23-04-2023,-2110,Здоровье
26-04-2023,-280,Одежда
29-04-2023,-140,Продукты
01-04-2023,-850,Аренда
03-04-2023,-130,Продукты
06-04-2023,-240,Коммунальные услуги
09-04-2023,-90,Развлечения
12-04-2023,-60,Транспорт
15-04-2023,-850,Аренда
02-06-2023,-850,Аренда
05-06-2023,-130,Продукты
08-06-2023,-240,Коммунальные услуги
11-06-2023,-90,Развлечения
14-06-2023,-60,Транспорт
17-06-2023,-850,Аренда
20-06-2023,-150,Продукты
23-06-2023,-210,Здоровье
26-06-2023,-280,Одежда
29-06-2023,-140,Продукты
02-07-2023,-850,Аренда
05-07-2023,-130,Продукты
08-07-2023,-2140,Коммунальные услуги
11-07-2023,-90,Развлечения
14-07-2023,-610,Транспорт
17-07-2023,-850,Аренда
20-07-2023,-1150,Продукты
23-07-2023,-210,Здоровье
26-07-2023,-280,Одежда
29-07-2023,-140,Продукты
02-06-2023,-850,Аренда
05-06-2023,-130,Продукты
08-06-2023,-240,Коммунальные услуги
11-06-2023,-90,Развлечения
14-06-2023,-60,Транспорт
17-06-2023,-850,Аренда
20-06-2023,-150,Продукты
23-06-2023,-210,Здоровье
26-06-2023,-280,Одежда
29-06-2023,-140,Продукты
02-07-2023,-850,Аренда
05-07-2023,-130,Продукты
08-07-2023,-240,Коммунальные услуги
11-07-2023,-920,Развлечения
14-07-2023,-60,Транспорт
17-07-2023,-850,Аренда
20-07-2023,-1150,Продукты
23-07-2023,-210,Здоровье
26-07-2023,-280,Одежда
29-07-2023,-1420,Продукты
02-07-2023,-850,Аренда
05-07-2023,-130,Продукты
08-07-2023,-240,Коммунальные услуги
11-07-2023,-90,Развлечения
14-07-2023,-60,Транспорт
17-07-2023,-850,Аренда
20-07-2023,-150,Продукты
23-07-2023,-210,Здоровье
26-07-2023,-280,Одежда
29-07-2023,-140,Продукты
02-07-2023,-850,Аренда
05-07-2023,-1310,Продукты
08-07-2023,-240,Коммунальные услуги
11-07-2023,-90,Развлечения
14-07-2023,-620,Транспорт
17-07-2023,-850,Аренда
20-07-2023,-150,Продукты
23-07-2023,-210,Здоровье
26-07-2023,-280,Одежда
29-07-2023,-1410,Продукты
02-09-2023,-850,Аренда
05-09-2023,-130,Продукты
08-09-2023,-2140,Коммунальные услуги
11-09-2023,-90,Развлечения
14-09-2023,-60,Транспорт
17-09-2023,-850,Аренда
20-09-2023,-1150,Продукты
23-09-2023,-210,Здоровье
26-09-2023,-2820,Одежда
29-09-2023,-140,Продукты
02-08-2023,-850,Аренда
05-08-2023,-130,Продукты
08-08-2023,-240,Коммунальные услуги
11-08-2023,-90,Развлечения
14-08-2023,-60,Транспорт
17-08-2023,-850,Аренда
20-08-2023,-150,Продукты
23-08-2023,-210,Здоровье
26-08-2023,-280,Одежда
29-08-2023,-140,Продукты
02-08-2023,-850,Аренда
05-08-2023,-130,Продукты
08-08-2023,-240,Коммунальные услуги
11-08-2023,-90,Развлечения
14-08-2023,-60,Транспорт
17-08-2023,-850,Аренда
20-08-2023,-150,Продукты
23-08-2023,-210,Здоровье
26-08-2023,-280,Одежда
29-08-2023,-140,Продукты
02-09-2023,-850,Аренда
05-09-2023,-130,Продукты
08-09-2023,-240,Коммунальные услуги
11-09-2023,-90,Развлечения
14-09-2023,-60,Транспорт
17-09-2023,-850,Аренда
20-09-2023,-150,Продукты
23-09-2023,-210,Здоровье
26-09-2023,-280,Одежда
29-09-2023,-140,Продукты
02-08-2023,-850,Аренда
05-08-2023,-130,Продукты
08-08-2023,-240,Коммунальные услуги
11-08-2023,-90,Развлечения
14-08-2023,-60,Транспорт
17-08-2023,-850,Аренда
20-08-2023,-150,Продукты
23-08-2023,-210,Здоровье
26-08-2023,-280,Одежда
29-08-2023,-140,Продукты
02-09-2023,-850,Аренда
05-09-2023,-130,Продукты
08-09-2023,-240,Коммунальные услуги
11-09-2023,-90,Развлечения
14-09-2023,-60,Транспорт
17-09-2023,-850,Аренда
20-09-2023,-150,Продукты
23-09-2023,-210,Здоровье
26-09-2023,-280,Одежда
29-09-2023,-140,Продукты
03-12-2023,-850,Аренда
05-11-2023,-130,Продукты
08-10-2023,-240,Коммунальные услуги
11-12-2023,-90,Развлечения
14-11-2023,-60,Транспорт
17-10-2023,-850,Аренда
20-12-2023,-150,Продукты
23-11-2023,-210,Здоровье
26-10-2023,-280,Одежда
29-11-2023,-140,Продукты
02-10-2023,-850,Аренда
05-12-2023,-130,Продукты
08-11-2023,-240,Коммунальные услуги
11-10-2025,-90,Развлечения
14-12-2023,-60,Транспорт
17-11-2023,-850,Аренда
20-10-2023,-150,Продукты
23-12-2023,-210,Здоровье
26-11-2023,-280,Одежда
29-10-2023,-140,Продукты
02-11-2023,-850,Аренда
05-10-2023,-130,Продукты
08-12-2023,-240,Коммунальные услуги
11-11-2023,-90,Развлечения
14-10-2023,-60,Транспорт
17-12-2023,-850,Аренда
20-11-2023,-150,Продукты
23-10-2023,-210,Здоровье
26-12-2023,-280,Одежда
29-11-2025,-140,Продукты
02-12-2023,-850,Аренда
05-10-2023,-130,Продукты
08-11-2023,-240,Коммунальные услуги
11-12-2023,-90,Развлечения
14-11-2023,-60,Транспорт
17-10-2023,-850,Аренда
20-12-2023,-150,Продукты
23-11-2023,-210,Здоровье
26-10-2023,-280,Одежда
29-11-2023,-000,Продукты
02-10-2023,-850,Аренда
05-12-2023,-130,Продукты
08-11-2023,-240,Коммунальные услуги
11-10-2023,-90,Развлечения
14-12-2023,-60,Транспорт
17-11-2023,-850,Аренда
20-10-2023,-150,Продукты
23-12-2023,-210,Здоровье
26-11-2023,-280,Одежда
29-10-2500,-140,Продукты
02-11-2023,-850,Аренда
05-10-2023,-130,Продукты
08-12-2023,-240,Коммунальные услуги
11-11-2023,-90,Развлечения
14-10-2023,-60,Транспорт
17-12-2023,-850,Аренда
20-11-2023,-150,Продукты
23-10-2023,-210,Здоровье
26-12-2023,-280,Одежда
29-11-2023,-140,Продукты
18-04-2023,-1150,Продукты
21-04-2023,-210,Здоровье
24-04-2023,-280,Одежда
27-04-2023,-140,Продукты
30-04-2023,-190,Здоровье
01-04-2023,-850,Аренда
03-04-2023,-130,Продукты
06-04-2023,-240,Коммунальные услуги
09-04-2023,-1290,Развлечения
12-04-2023,-60,Транспорт
15-04-2023,-850,Аренда
18-04-2023,-150,Продукты
21-04-2023,-210,Здоровье
24-04-2023,-280,Одежда
27-04-2023,-140,Продукты
30-04-2023,-190,Здоровье
01-05-2023,-850,Аренда
03-05-2023,-1130,Продукты
06-05-2023,-240,Коммунальные услуги
09-05-2023,-910,Развлечения
12-05-2023,-60,Транспорт
15-05-2023,-850,Аренда
18-05-2023,-150,Продукты
21-05-2023,-210,Здоровье
24-05-2023,-2180,Одежда
27-05-2023,-140,Продукты
30-05-2023,-190,Здоровье
02-05-2023,-850,Аренда
05-05-2023,-130,Продукты
08-05-2023,-240,Коммунальные услуги
11-05-2023,-90,Развлечения
14-05-2023,-60,Транспорт
17-05-2023,-850,Аренда
20-05-2023,-150,Продукты
23-05-2023,-210,Здоровье
26-05-2023,-280,Одежда
29-05-2023,-140,Продукты
01-05-2023,-850,Аренда
03-05-2023,-130,Продукты
06-05-2023,-240,Коммунальные услуги
09-05-2023,-90,Развлечения
12-05-2023,-60,Транспорт
15-05-2023,-850,Аренда
18-05-2023,-150,Продукты
21-05-2023,-210,Здоровье
2023-05-21,-280,Одежда
27-05-2023,-1140,Продукты
30-05-2023,-1190,Здоровье
01-05-2023,-850,Аренда
03-05-2023,-130,Продукты
06-05-2023,-240,Коммунальные услуги
100-05-2023,-90,Развлечения
12-05-2023,-60,Транспорт
15-05-2023,-850,Аренда
18-05-2023,-150,Продукты
21-05-2023,-210,Здоровье
24-05-2023,-280,Одежда
27-05-2023,-140,Продукты
30-05-2023,-190,Здоровье
